Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type
PA448388	amlodipine	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448497	aspirin	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448499	atenolol	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448500	atorvastatin	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448561	benazepril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448682	bumetanide	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448765	candesartan	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448780	captopril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA448970	chlorthalidone	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449319	digoxin	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449456	enalapril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449688	fluvastatin	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449710	fosinopril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449719	furosemide	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA449899	hydrochlorothiazide	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450084	irbesartan	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450242	lisinopril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450268	losartan	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450631	nifedipine	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450649	norepinephrine	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA450877	perindopril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451089	pravastatin	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451205	quinapril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451223	ramipril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451346	sildenafil	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451406	nitroprusside	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451483	spironolactone	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451578	tacrolimus	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451733	torasemide	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA451868	verapamil	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA452229	antidepressants	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA452640	imidapril	Drug	PA139	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Gene
PA164713176	Platinum compounds	Drug	PA134992016	CXXC4	Gene
PA143485705	antiepileptics	Drug	PA145148412	NANOGP6	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA24570	ADH1A	Gene
PA448004	abacavir	Drug	PA24570	ADH1A	Gene
PA448073	ethanol	Drug	PA24570	ADH1A	Gene
PA449177	cytarabine	Drug	PA24570	ADH1A	Gene
PA449655	fludarabine	Drug	PA24570	ADH1A	Gene
PA449961	idarubicin	Drug	PA24570	ADH1A	Gene
PA448486	arsenic trioxide	Drug	PA33439	PML	Gene
PA451746	tretinoin	Drug	PA33439	PML	Gene
PA164712563	Bisphosphonates	Drug	PA29709	IGFBP7	Gene
PA452618	opioids	Drug	PA31943	OPRK1	Gene
PA449748	gemcitabine	Drug	PA29800	IL17F	Gene
PA450761	paclitaxel	Drug	PA29800	IL17F	Gene
PA450761	paclitaxel	Drug	PA134907925	FGD4	Gene
PA448871	celecoxib	Drug	PA88	CACNB2	Gene
PA451868	verapamil	Drug	PA88	CACNB2	Gene
PA128406956	fluorouracil	Drug	PA142672417	C1orf167	Gene
PA450428	methotrexate	Drug	PA142672417	C1orf167	Gene
PA151249535	diuretics	Drug	PA37253	USP5	Gene
PA164712535	Beta Blocking Agents	Drug	PA37253	USP5	Gene
PA449899	hydrochlorothiazide	Drug	PA37253	USP5	Gene
PA448004	abacavir	Drug	PA37856	LST1	Gene
PA448785	carbamazepine	Drug	PA37856	LST1	Gene
PA449167	cyclosporine	Drug	PA37856	LST1	Gene
PA450566	mycophenolate mofetil	Drug	PA37856	LST1	Gene
PA164712462	"Antiinflammatoryagentsnon-steroids"	Drug	PA30868	MMP10	Gene
PA448871	celecoxib	Drug	PA26007	CACNA1A	Gene
PA166122593	sofosbuvir	Drug	PA29286	HINT1	Gene
PA451728	topiramate	Drug	PA28973	GRIK1	Gene
PA152241907	lapatinib	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA164712462	"Antiinflammatoryagentsnon-steroids"	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA164742987	clavulanate	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA164769031	lumiracoxib	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA166123566	bucillamine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448004	abacavir	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448015	acetaminophen	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448320	allopurinol	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448406	amoxicillin	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448492	asparaginase	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448497	aspirin	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448515	azathioprine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA448785	carbamazepine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA449061	clozapine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA449441	efavirenz	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA449760	glatiramer acetate	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA450164	lamotrigine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA450379	mercaptopurine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA450616	nevirapine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA450911	phenobarbital	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA450947	phenytoin	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA451686	ticlopidine	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA451978	zonisamide	Drug	PA35072	"majorhistocompatibilitycomplexclassIIDRbeta1"	Gene
PA128406956	fluorouracil	Drug	PA24633	AGXT	Gene
PA131285527	oxaliplatin	Drug	PA24633	AGXT	Gene
PA450198	leucovorin	Drug	PA24633	AGXT	Gene
PA451609	temozolomide	Drug	PA29229	HDAC4	Gene
PA150595617	platinum	Drug	PA233	LRP1	Gene
PA130620651	anthracyclines and related substances	Drug	PA36249	SULT2B1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA36249	SULT2B1	Gene
PA449177	cytarabine	Drug	PA36249	SULT2B1	Gene
PA449655	fludarabine	Drug	PA36249	SULT2B1	Gene
PA449961	idarubicin	Drug	PA36249	SULT2B1	Gene
PA10004	adalimumab	Drug	PA36612	"CD40moleculeTNFreceptorsuperfamilymember5"	Gene
PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors	Drug	PA36612	"CD40moleculeTNFreceptorsuperfamilymember5"	Gene
PA449515	etanercept	Drug	PA36612	"CD40moleculeTNFreceptorsuperfamilymember5"	Gene
PA452639	infliximab	Drug	PA36612	"CD40moleculeTNFreceptorsuperfamilymember5"	Gene
PA164712563	Bisphosphonates	Drug	PA24693	ALDH1A2	Gene
PA450882	perphenazine	Drug	PA30701	MCPH1	Gene
PA448068	salbutamol	Drug	PA33373	PAPPA2	Gene
PA164712720	Drugs used in nicotine dependence	Drug	PA26491	"cholinergicreceptornicotinicalpha5"	Gene
PA164712950	Opium alkaloids and derivatives	Drug	PA26491	"cholinergicreceptornicotinicalpha5"	Gene
PA448073	ethanol	Drug	PA26491	"cholinergicreceptornicotinicalpha5"	Gene
PA449072	cocaine	Drug	PA26491	"cholinergicreceptornicotinicalpha5"	Gene
PA450626	nicotine	Drug	PA26491	"cholinergicreceptornicotinicalpha5"	Gene
PA450243	lithium	Drug	PA134951990	TMCC1	Gene
PA10040	cetuximab	Drug	PA24933	AREG	Gene
PA162373091	panitumumab	Drug	PA24933	AREG	Gene
PA450085	irinotecan	Drug	PA24933	AREG	Gene
PA448408	amphetamine	Drug	PA311	"solutecarrierfamily6(neurotransmittertransporterdopamine)member3"	Gene
PA449061	clozapine	Drug	PA311	"solutecarrierfamily6(neurotransmittertransporterdopamine)member3"	Gene
PA449072	cocaine	Drug	PA311	"solutecarrierfamily6(neurotransmittertransporterdopamine)member3"	Gene
PA450626	nicotine	Drug	PA311	"solutecarrierfamily6(neurotransmittertransporterdopamine)member3"	Gene
PA451866	venlafaxine	Drug	PA311	"solutecarrierfamily6(neurotransmittertransporterdopamine)member3"	Gene
PA164746311	everolimus	Drug	PA24684	v-akt murine thymoma viral oncogene homolog 1	Gene
PA448803	carboplatin	Drug	PA24684	v-akt murine thymoma viral oncogene homolog 1	Gene
PA449014	cisplatin	Drug	PA24684	v-akt murine thymoma viral oncogene homolog 1	Gene
PA451257	risperidone	Drug	PA24684	v-akt murine thymoma viral oncogene homolog 1	Gene
PA10251	atazanavir	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA128406956	fluorouracil	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA130620651	anthracyclines and related substances	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA164748728	mycophenolic acid	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA165110775	SN-38	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA165110778	tipifarnib	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA166104276	ABT-751	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA449167	cyclosporine	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA450085	irinotecan	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA450163	lamivudine	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA450164	lamotrigine	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA450198	leucovorin	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA450566	mycophenolate mofetil	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451221	raloxifene	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451260	ritonavir	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451365	sirolimus	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451578	tacrolimus	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451581	tamoxifen	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451627	testosterone	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451846	valproic acid	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA451954	zidovudine	Drug	PA37183	"UDPglucuronosyltransferase1familypolypeptideA8"	Gene
PA448497	aspirin	Drug	PA36507	"thyroidhormonereceptoralpha"	Gene
PA450243	lithium	Drug	PA36507	"thyroidhormonereceptoralpha"	Gene
PA128406956	fluorouracil	Drug	PA33529	paraoxonase 1	Gene
PA131285527	oxaliplatin	Drug	PA33529	paraoxonase 1	Gene
PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors	Drug	PA33529	paraoxonase 1	Gene
PA448497	aspirin	Drug	PA33529	paraoxonase 1	Gene
PA448500	atorvastatin	Drug	PA33529	paraoxonase 1	Gene
PA449053	clopidogrel	Drug	PA33529	paraoxonase 1	Gene
PA449476	epirubicin	Drug	PA33529	paraoxonase 1	Gene
PA451363	simvastatin	Drug	PA33529	paraoxonase 1	Gene
PA450243	lithium	Drug	PA26904	cryptochrome 1 (photolyase-like)	Gene
PA450401	methadone	Drug	PA26904	cryptochrome 1 (photolyase-like)	Gene
PA449165	cyclophosphamide	Drug	PA31465	"neutrophilcytosolicfactor440kDa"	Gene
PA449412	doxorubicin	Drug	PA31465	"neutrophilcytosolicfactor440kDa"	Gene
PA451100	prednisone	Drug	PA31465	"neutrophilcytosolicfactor440kDa"	Gene
PA451261	rituximab	Drug	PA31465	"neutrophilcytosolicfactor440kDa"	Gene
PA451879	vincristine	Drug	PA31465	"neutrophilcytosolicfactor440kDa"	Gene
PA164712308	"AceInhibitorsPlain"	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA164712445	Antihypertensives	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA164712462	"Antiinflammatoryagentsnon-steroids"	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA448497	aspirin	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA448499	atenolol	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA448561	benazepril	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA448780	captopril	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA449899	hydrochlorothiazide	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA450084	irbesartan	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA450268	losartan	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA451205	quinapril	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA452640	imidapril	Drug	PA42	"angiotensinogen(serpinpeptidaseinhibitorcladeAmember8)"	Gene
PA448871	celecoxib	Drug	PA88	"calciumchannelvoltage-dependentbeta2subunit"	Gene
PA451868	verapamil	Drug	PA88	"calciumchannelvoltage-dependentbeta2subunit"	Gene
PA128406956	fluorouracil	Drug	PA175	GNAS complex locus	Gene
PA449014	cisplatin	Drug	PA175	GNAS complex locus	Gene
PA449381	dobutamine	Drug	PA175	GNAS complex locus	Gene
PA133950441	hmg coa reductase inhibitors	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA134308647	rosuvastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA448500	atorvastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA449621	fexofenadine	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA449688	fluvastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA450272	lovastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA450546	montelukast	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA450573	nadolol	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA451089	pravastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA451363	simvastatin	Drug	PA35845	"solutecarrierorganicaniontransporterfamilymember2B1"	Gene
PA450921	phenprocoumon	Drug	PA160	coagulation factor VII (serum prothrombin conversion accelerator)	Gene
PA451906	warfarin	Drug	PA160	coagulation factor VII (serum prothrombin conversion accelerator)	Gene
PA451089	pravastatin	Drug	PA28055	FCAR	Gene
PA450657	nortriptyline	Drug	PA38213	uronyl-2-sulfotransferase	Gene
PA161199368	iloperidone	Drug	PA31778	neuregulin 3	Gene
PA448499	atenolol	Drug	PA30908	MOV10	Gene
PA448497	aspirin	Drug	PA25909	"solutecarrierfamily30(zinctransporter)member9"	Gene
PA10344	acamprosate	Drug	PA28980	"glutamatereceptorionotropicN-methylD-aspartate2B"	Gene
PA450243	lithium	Drug	PA28980	"glutamatereceptorionotropicN-methylD-aspartate2B"	Gene
PA451201	quetiapine	Drug	PA28980	"glutamatereceptorionotropicN-methylD-aspartate2B"	Gene
PA451257	risperidone	Drug	PA28980	"glutamatereceptorionotropicN-methylD-aspartate2B"	Gene
PA451846	valproic acid	Drug	PA28980	"glutamatereceptorionotropicN-methylD-aspartate2B"	Gene
PA448685	buprenorphine	Drug	PA31942	"opioidreceptordelta1"	Gene
PA450401	methadone	Drug	PA31942	"opioidreceptordelta1"	Gene
PA450588	naltrexone	Drug	PA31942	"opioidreceptordelta1"	Gene
PA452618	opioids	Drug	PA31942	"opioidreceptordelta1"	Gene
PA134308647	rosuvastatin	Drug	PA120	"C-reactiveproteinpentraxin-related"	Gene
PA164712462	"Antiinflammatoryagentsnon-steroids"	Drug	PA120	"C-reactiveproteinpentraxin-related"	Gene
PA449594	fenofibrate	Drug	PA120	"C-reactiveproteinpentraxin-related"	Gene
PA451261	rituximab	Drug	PA120	"C-reactiveproteinpentraxin-related"	Gene
PA451906	warfarin	Drug	PA120	"C-reactiveproteinpentraxin-related"	Gene
PA10810	pemetrexed	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA128406956	fluorouracil	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA130232992	bevacizumab	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA131625240	raltitrexed	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA164777036	hydroxychloroquine	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA448771	capecitabine	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA448803	carboplatin	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA449014	cisplatin	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA449692	folic acid	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA450085	irinotecan	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA450198	leucovorin	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA450379	mercaptopurine	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA450428	methotrexate	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA451100	prednisone	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA451547	sulfasalazine	Drug	PA327	"solutecarrierfamily19(folatetransporter)member1"	Gene
PA133950441	hmg coa reductase inhibitors	Drug	PA26394	"cadherinEGFLAGseven-passG-typereceptor2"	Gene
PA452621	antineoplastic agents	Drug	PA35020	"serpinpeptidaseinhibitorcladeA(alpha-1antiproteinaseantitrypsin)member3"	Gene
PA451581	tamoxifen	Drug	PA31470	nuclear receptor coactivator 1	Gene
PA452233	antipsychotics	Drug	PA38452	"cytochromeP450family39subfamilyApolypeptide1"	Gene
PA128406956	fluorouracil	Drug	PA24393	"ATP-bindingcassettesub-familyC(CFTR/MRP)member11"	Gene
PA448492	asparaginase	Drug	PA164722468	MIR1307	Gene
PA449165	cyclophosphamide	Drug	PA164722468	MIR1307	Gene
PA449177	cytarabine	Drug	PA164722468	MIR1307	Gene
PA449212	daunorubicin	Drug	PA164722468	MIR1307	Gene
PA450379	mercaptopurine	Drug	PA164722468	MIR1307	Gene
PA450428	methotrexate	Drug	PA164722468	MIR1307	Gene
PA451100	prednisone	Drug	PA164722468	MIR1307	Gene
PA451879	vincristine	Drug	PA164722468	MIR1307	Gene
PA131890628	tranilast	Drug	PA37771	"solutecarrierfamily2(facilitatedglucosetransporter)member9"	Gene
PA134852920	benzbromarone	Drug	PA37771	"solutecarrierfamily2(facilitatedglucosetransporter)member9"	Gene
PA448492	asparaginase	Drug	PA26672	CNOT1	Gene
PA449165	cyclophosphamide	Drug	PA26672	CNOT1	Gene
PA449177	cytarabine	Drug	PA26672	CNOT1	Gene
PA449212	daunorubicin	Drug	PA26672	CNOT1	Gene
PA450379	mercaptopurine	Drug	PA26672	CNOT1	Gene
PA450428	methotrexate	Drug	PA26672	CNOT1	Gene
PA451100	prednisone	Drug	PA26672	CNOT1	Gene
PA451879	vincristine	Drug	PA26672	CNOT1	Gene
PA448073	ethanol	Drug	PA24696	aldehyde dehydrogenase 2 family (mitochondrial)	Gene
PA452619	heroin	Drug	PA24696	aldehyde dehydrogenase 2 family (mitochondrial)	Gene
PA165948903	brentuximab vedotin	Drug	PA36616	TNFRSF8	Gene
PA451906	warfarin	Drug	PA27941	F11	Gene
PA128406956	fluorouracil	Drug	PA34337	REV3L	Gene
PA448771	capecitabine	Drug	PA34337	REV3L	Gene
PA448499	atenolol	Drug	PA28941	G protein-coupled receptor kinase 4	Gene
PA450480	metoprolol	Drug	PA28941	G protein-coupled receptor kinase 4	Gene
PA451868	verapamil	Drug	PA28941	G protein-coupled receptor kinase 4	Gene
PA450464	methylphenidate	Drug	PA35980	"synaptosomal-associatedprotein25kDa"	Gene
PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors	Drug	PA26188	CD14 molecule	Gene
PA449686	fluticasone propionate	Drug	PA26188	CD14 molecule	Gene
PA164754994	s-adenosylmethionine	Drug	PA356	TPMT	Gene
PA448515	azathioprine	Drug	PA356	TPMT	Gene
PA449014	cisplatin	Drug	PA356	TPMT	Gene
PA449165	cyclophosphamide	Drug	PA356	TPMT	Gene
PA449167	cyclosporine	Drug	PA356	TPMT	Gene
PA450379	mercaptopurine	Drug	PA356	TPMT	Gene
PA450428	methotrexate	Drug	PA356	TPMT	Gene
PA450688	olanzapine	Drug	PA356	TPMT	Gene
PA451100	prednisone	Drug	PA356	TPMT	Gene
PA451663	thioguanine	Drug	PA356	TPMT	Gene
PA452634	purine analogues	Drug	PA356	TPMT	Gene
PA10804	imatinib	Drug	PA328	SLCO1A2	Gene
PA133950441	hmg coa reductase inhibitors	Drug	PA328	SLCO1A2	Gene
PA164888966	Raltegravir	Drug	PA328	SLCO1A2	Gene
PA450428	methotrexate	Drug	PA328	SLCO1A2	Gene
PA450573	nadolol	Drug	PA328	SLCO1A2	Gene
PA452618	opioids	Drug	PA328	SLCO1A2	Gene
PA133950441	hmg coa reductase inhibitors	Drug	PA189	HMGCR	Gene
PA134308647	rosuvastatin	Drug	PA189	HMGCR	Gene
PA448500	atorvastatin	Drug	PA189	HMGCR	Gene
PA448897	cerivastatin	Drug	PA189	HMGCR	Gene
PA449688	fluvastatin	Drug	PA189	HMGCR	Gene
PA450272	lovastatin	Drug	PA189	HMGCR	Gene
PA451089	pravastatin	Drug	PA189	HMGCR	Gene
PA451363	simvastatin	Drug	PA189	HMGCR	Gene
PA10810	pemetrexed	Drug	PA155	ERCC1	Gene
PA128406956	fluorouracil	Drug	PA155	ERCC1	Gene
PA131285527	oxaliplatin	Drug	PA155	ERCC1	Gene
PA150595617	platinum	Drug	PA155	ERCC1	Gene
PA164713176	Platinum compounds	Drug	PA155	ERCC1	Gene
PA166122986	radiotherapy	Drug	PA155	ERCC1	Gene
PA448771	capecitabine	Drug	PA155	ERCC1	Gene
PA448803	carboplatin	Drug	PA155	ERCC1	Gene
PA449014	cisplatin	Drug	PA155	ERCC1	Gene
PA449165	cyclophosphamide	Drug	PA155	ERCC1	Gene
PA449247	dexamethasone	Drug	PA155	ERCC1	Gene
PA449349	diphenhydramine	Drug	PA155	ERCC1	Gene
PA449383	docetaxel	Drug	PA155	ERCC1	Gene
PA449476	epirubicin	Drug	PA155	ERCC1	Gene
PA449748	gemcitabine	Drug	PA155	ERCC1	Gene
PA450198	leucovorin	Drug	PA155	ERCC1	Gene
PA450761	paclitaxel	Drug	PA155	ERCC1	Gene
PA451224	ranitidine	Drug	PA155	ERCC1	Gene
PA451644	thalidomide	Drug	PA155	ERCC1	Gene
PA450921	phenprocoumon	Drug	PA28660	GGCX	Gene
PA451906	warfarin	Drug	PA28660	GGCX	Gene
PA452632	acenocoumarol	Drug	PA28660	GGCX	Gene
PA10074	escitalopram	Drug	PA176	GNB3	Gene
PA133950441	hmg coa reductase inhibitors	Drug	PA176	GNB3	Gene
PA151249535	diuretics	Drug	PA176	GNB3	Gene
PA164712535	Beta Blocking Agents	Drug	PA176	GNB3	Gene
PA164713347	"Thiazidesplain"	Drug	PA176	GNB3	Gene
PA448499	atenolol	Drug	PA176	GNB3	Gene
PA448682	bumetanide	Drug	PA176	GNB3	Gene
PA449051	clonidine	Drug	PA176	GNB3	Gene
PA449719	furosemide	Drug	PA176	GNB3	Gene
PA449899	hydrochlorothiazide	Drug	PA176	GNB3	Gene
PA450401	methadone	Drug	PA176	GNB3	Gene
PA450657	nortriptyline	Drug	PA176	GNB3	Gene
PA450688	olanzapine	Drug	PA176	GNB3	Gene
PA451257	risperidone	Drug	PA176	GNB3	Gene
PA451346	sildenafil	Drug	PA176	GNB3	Gene
PA451566	sumatriptan	Drug	PA176	GNB3	Gene
PA451733	torasemide	Drug	PA176	GNB3	Gene
PA452229	antidepressants	Drug	PA176	GNB3	Gene
PA452618	opioids	Drug	PA176	GNB3	Gene
PA164712832	Insulins And Analogues	Drug	PA306	SCNN1B	Gene
PA164744571	insulin recombinant	Drug	PA306	SCNN1B	Gene
PA164924487	aldosterone	Drug	PA306	SCNN1B	Gene
PA165815771	Farglitazar	Drug	PA306	SCNN1B	Gene
PA448368	amiloride	Drug	PA306	SCNN1B	Gene
PA449782	glibenclamide	Drug	PA306	SCNN1B	Gene
PA451752	triamterene	Drug	PA306	SCNN1B	Gene
PA164712462	"Antiinflammatoryagentsnon-steroids"	Drug	PA134982275	HRH4	Gene
PA451257	risperidone	Drug	PA134982275	HRH4	Gene
PA10005	adefovir dipivoxil	Drug	PA249	NME1	Gene
PA10204	tenofovir	Drug	PA249	NME1	Gene
PA450163	lamivudine	Drug	PA249	NME1	Gene
PA451954	zidovudine	Drug	PA249	NME1	Gene
PA164748728	mycophenolic acid	Drug	PA377	CES2	Gene
PA165110775	SN-38	Drug	PA377	CES2	Gene
PA448771	capecitabine	Drug	PA377	CES2	Gene
PA450085	irinotecan	Drug	PA377	CES2	Gene
PA450566	mycophenolate mofetil	Drug	PA377	CES2	Gene
PA10074	escitalopram	Drug	PA28716	GLDC	Gene
PA449015	citalopram	Drug	PA28716	GLDC	Gene
